"","HGNC.ID","Approved.symbol"
"28978","HGNC:47390","RNU6-427P"
"28979","HGNC:47391","RNU6-428P"
"28980","HGNC:47392","RNU6-429P"
"28981","HGNC:47393","RNU6-430P"
"28982","HGNC:47394","RNU6-431P"
"28983","HGNC:47395","RNU6-432P"
"28984","HGNC:47396","RNU6-433P"
"28985","HGNC:47397","RNU6-434P"
"28986","HGNC:47398","RNU6-435P"
"28987","HGNC:47399","RNU6-436P"
"28988","HGNC:47400","RNU6-437P"
"28989","HGNC:47401","RNU6-438P"
"28990","HGNC:47402","RNU6-439P"
"28991","HGNC:47403","RNU6-440P"
"28992","HGNC:47404","RNU6-441P"
"28993","HGNC:47405","RNU6-442P"
"28994","HGNC:47406","RNU6-443P"
"28995","HGNC:47407","RNU6-444P"
"28996","HGNC:47408","RNU6-445P"
"28997","HGNC:47409","RNU6-446P"
"28998","HGNC:47410","RNU6-447P"
"28999","HGNC:47411","RNU6-448P"
"29000","HGNC:47412","RNU6-449P"
"29001","HGNC:47413","RNU6-450P"
"29002","HGNC:47414","RNU6-451P"
"29003","HGNC:47415","RNU6-452P"
"29004","HGNC:47416","RNU6-453P"
"29005","HGNC:47417","RNU6-454P"
"29006","HGNC:47418","RNU6-455P"
"29007","HGNC:47419","RNU6-456P"
"29008","HGNC:47420","RNU6-457P"
"29009","HGNC:47421","RNU6-458P"
"29010","HGNC:47422","RNU6-459P"
"29011","HGNC:47423","RNU6-460P"
"29012","HGNC:47424","RNU6-461P"
"29013","HGNC:47425","RNU6-462P"
"29014","HGNC:47426","RNU6-463P"
"29015","HGNC:47427","RNU6-464P"
"29016","HGNC:47428","RNU6-465P"
"29017","HGNC:47429","RNU6-466P"
"29018","HGNC:47430","RNU6-467P"
"29019","HGNC:47431","RNU6-468P"
"29020","HGNC:47432","RNU6-469P"
"29021","HGNC:47433","RNU6-470P"
"29022","HGNC:47434","RNU6-471P"
"29023","HGNC:47435","RNU6-472P"
"29024","HGNC:47436","RNU6-473P"
"29025","HGNC:47437","RNU6-474P"
"29026","HGNC:47438","RNU6-475P"
"29027","HGNC:47439","RNU6-476P"
"29028","HGNC:47440","RNU6-477P"
"29029","HGNC:47441","RNU6-478P"
"29030","HGNC:47442","RNU6-479P"
"29031","HGNC:47443","RNU6-480P"
"29032","HGNC:47444","RNU6-481P"
"29033","HGNC:47445","RNU6-482P"
"29034","HGNC:47446","RNU6-483P"
"29035","HGNC:47447","RNU6-484P"
"29036","HGNC:47448","RNU6-485P"
"29037","HGNC:47449","RNU6-486P"
"29038","HGNC:47450","RNU6-487P"
"29039","HGNC:47451","RNU6-488P"
"29040","HGNC:47452","RNU6-489P"
"29041","HGNC:47453","RNU6-490P"
"29042","HGNC:47454","RNU6-491P"
"29043","HGNC:47455","RNU6-492P"
"29044","HGNC:47456","RNU6-493P"
"29045","HGNC:47457","RNU6-494P"
"29046","HGNC:47458","RNU6-495P"
"29047","HGNC:47459","RNU6-496P"
"29048","HGNC:47460","RNU6-497P"
"29049","HGNC:47461","RNU6-498P"
"29050","HGNC:47462","RNU6-499P"
"29051","HGNC:47463","RNU6-500P"
"29052","HGNC:47464","RNU6-501P"
"29053","HGNC:47465","RNU6-502P"
"29054","HGNC:47466","RNU6-503P"
"29055","HGNC:47467","RNU6-504P"
"29056","HGNC:47468","RNU6-505P"
"29057","HGNC:47469","RNU6-506P"
"29058","HGNC:47470","RNU6-507P"
"29059","HGNC:47471","RNU6-508P"
"29060","HGNC:47472","RNU6-509P"
"29061","HGNC:47473","RNU6-510P"
"29062","HGNC:47474","RNU6-511P"
"29063","HGNC:47475","RNU6-512P"
"29064","HGNC:47476","RNU6-513P"
"29065","HGNC:47477","RNU6-514P"
"29066","HGNC:47478","RNU6-515P"
"29067","HGNC:47479","RNU6-516P"
"29068","HGNC:47480","RNU6-517P"
"29069","HGNC:47481","RNU6-518P"
"29070","HGNC:47482","RNU6-519P"
"29071","HGNC:47483","RNU6-520P"
"29072","HGNC:47484","RNU6-521P"
"29073","HGNC:47485","RNU6-522P"
"29074","HGNC:47486","RNU6-523P"
"29075","HGNC:47487","RNU6-524P"
"29076","HGNC:47488","RNU6-525P"
"29077","HGNC:47489","RNU6-526P"
"29078","HGNC:47490","RNU6-527P"
"29079","HGNC:47491","RNU6-528P"
"29080","HGNC:47492","RNU6-529P"
"29081","HGNC:47493","RNU6-530P"
"29082","HGNC:47494","RNU6-531P"
"29083","HGNC:47495","RNU6-532P"
"29084","HGNC:47496","RNU6-533P"
"29085","HGNC:47497","RNU6-534P"
"29086","HGNC:47498","RNU6-535P"
"29087","HGNC:47499","RNU6-536P"
"29088","HGNC:47500","RNU6-537P"
"29089","HGNC:47501","RNU6-538P"
"29090","HGNC:47502","RNU6-539P"
"29091","HGNC:47503","RNU6-540P"
"29092","HGNC:47504","RNU6-541P"
"29093","HGNC:47505","RNU6-542P"
"29094","HGNC:47506","RNU6-543P"
"29095","HGNC:47507","RNU6-544P"
"29096","HGNC:47508","RNU6-545P"
"29097","HGNC:47509","RNU6-546P"
"29098","HGNC:47510","RNU6-547P"
"29099","HGNC:47511","RNU6-548P"
"29100","HGNC:47512","RNU6-549P"
"29101","HGNC:47513","RNU6-550P"
"29102","HGNC:47514","RNU6-551P"
"29103","HGNC:47515","RNU6-552P"
"29104","HGNC:47516","RNU6-553P"
"29105","HGNC:47517","RNU6-554P"
"29106","HGNC:47518","RNU6-555P"
"29107","HGNC:47519","RNU6-556P"
"29108","HGNC:47520","RNU6-557P"
"29109","HGNC:47521","RNU6-558P"
"29110","HGNC:47522","RNU6-559P"
"29111","HGNC:47523","RNU6-560P"
"29112","HGNC:47524","RNU6-561P"
"29113","HGNC:47525","RNU6-562P"
"29114","HGNC:47526","RNU6-563P"
"29115","HGNC:47527","RNU6-564P"
"29116","HGNC:47528","RNU6-565P"
"29117","HGNC:47529","RNU6-566P"
"29118","HGNC:47530","RNU6-567P"
"29119","HGNC:47531","RNU6-568P"
"29120","HGNC:47532","RNU6-569P"
"29121","HGNC:47533","RNU6-570P"
"29122","HGNC:47534","RNU6-571P"
"29123","HGNC:47535","RNU6-572P"
"29124","HGNC:47536","RNU6-573P"
"29125","HGNC:47537","RNU6-574P"
"29126","HGNC:47538","RNU6-575P"
"29127","HGNC:47539","RNU6-576P"
"29128","HGNC:47540","RNU6-577P"
"29129","HGNC:47541","RNU6-578P"
"29130","HGNC:47542","RNU6-579P"
"29131","HGNC:47543","RNU6-580P"
"29132","HGNC:47544","RNU6-581P"
"29133","HGNC:47545","RNU6-582P"
"29134","HGNC:47546","RNU6-583P"
"29135","HGNC:47547","RNU6-584P"
"29136","HGNC:47548","RNU6-585P"
"29137","HGNC:47549","RNU6-586P"
"29138","HGNC:47550","RNU6-587P"
"29139","HGNC:47551","RNU6-588P"
"29140","HGNC:47552","RNU6-589P"
"29141","HGNC:47553","RNU6-590P"
"29142","HGNC:47554","RNU6-591P"
"29143","HGNC:47555","RNU6-592P"
"29144","HGNC:47556","RNU6-593P"
"29145","HGNC:47557","RNU6-594P"
"29146","HGNC:47558","RNU6-595P"
"29147","HGNC:47559","RNU6-596P"
"29148","HGNC:47560","RNU6-597P"
"29149","HGNC:47561","RNU6-598P"
"29150","HGNC:47562","RNU6-599P"
"29151","HGNC:47563","RNU6-600P"
"29152","HGNC:47564","RNU6-601P"
"29153","HGNC:47565","RNU6-602P"
"29154","HGNC:47566","RNU6-603P"
"29155","HGNC:47567","RNU6-604P"
"29156","HGNC:47568","RNU6-605P"
"29157","HGNC:47569","RNU6-606P"
"29158","HGNC:47570","RNU6-607P"
"29159","HGNC:47571","RNU6-608P"
"29160","HGNC:47572","RNU6-609P"
"29161","HGNC:47573","RNU6-610P"
"29162","HGNC:47574","RNU6-611P"
"29163","HGNC:47575","RNU6-612P"
"29164","HGNC:47576","RNU6-613P"
"29165","HGNC:47577","RNU6-614P"
"29166","HGNC:47578","RNU6-615P"
"29167","HGNC:47579","RNU6-616P"
"29168","HGNC:47580","RNU6-617P"
"29169","HGNC:47581","RNU6-618P"
"29170","HGNC:47582","RNU6-619P"
"29171","HGNC:47583","RNU6-620P"
"29172","HGNC:47584","RNU6-621P"
"29173","HGNC:47585","RNU6-622P"
"29174","HGNC:47586","RNU6-623P"
"29175","HGNC:47587","RNU6-624P"
"29176","HGNC:47588","RNU6-625P"
"29177","HGNC:47589","RNU6-626P"
"29178","HGNC:47590","RNU6-627P"
"29179","HGNC:47591","RNU6-628P"
"29180","HGNC:47592","RNU6-629P"
"29181","HGNC:47593","RNU6-630P"
"29182","HGNC:47594","RNU6-631P"
"29183","HGNC:47595","RNU6-632P"
"29184","HGNC:47596","RNU6-633P"
"29185","HGNC:47597","RNU6-634P"
"29186","HGNC:47598","RNU6-635P"
"29187","HGNC:47599","RNU6-636P"
"29188","HGNC:47600","RNU6-637P"
"29189","HGNC:47601","RNU6-638P"
"29190","HGNC:47602","RNU6-639P"
"29191","HGNC:47603","RNU6-640P"
"29192","HGNC:47604","RNU6-641P"
"29193","HGNC:47605","RNU6-642P"
"29194","HGNC:47606","RNU6-643P"
"29195","HGNC:47607","RNU6-644P"
"29196","HGNC:47608","RNU6-645P"
"29197","HGNC:47609","RNU6-646P"
"29198","HGNC:47610","RNU6-647P"
"29199","HGNC:47611","RNU6-648P"
"29200","HGNC:47612","RNU6-649P"
"29201","HGNC:47613","RNU6-650P"
"29202","HGNC:47614","RNU6-651P"
"29203","HGNC:47615","RNU6-652P"
"29204","HGNC:47616","RNU6-653P"
"29205","HGNC:47617","RNU6-654P"
"29206","HGNC:47618","RNU6-655P"
"29207","HGNC:47619","RNU6-656P"
"29208","HGNC:47620","RNU6-657P"
"29209","HGNC:47621","RNU6-658P"
"29210","HGNC:47622","RNU6-659P"
"29211","HGNC:47623","RNU6-660P"
"29212","HGNC:47624","RNU6-661P"
"29213","HGNC:47625","RNU6-662P"
"29214","HGNC:47626","RNU6-663P"
"29215","HGNC:47627","RNU6-664P"
"29216","HGNC:47628","RNU6-665P"
"29217","HGNC:47629","RNU6-666P"
"29218","HGNC:47630","RNU6-667P"
"29219","HGNC:47631","RNU6-668P"
"29220","HGNC:47632","RNU6-669P"
"29221","HGNC:47633","RNU6-670P"
"29222","HGNC:47634","RNU6-671P"
"29223","HGNC:47635","RNU6-672P"
"29224","HGNC:47636","RNU6-673P"
"29225","HGNC:47637","RNU6-674P"
"29226","HGNC:47638","RNU6-675P"
"29227","HGNC:47639","RNU6-676P"
"29228","HGNC:47640","RNU6-677P"
"29229","HGNC:47641","RNU6-678P"
"29230","HGNC:47642","RNU6-679P"
"29231","HGNC:47643","RNU6-680P"
"29232","HGNC:47644","RNU6-681P"
"29233","HGNC:47645","RNU6-682P"
"29234","HGNC:47647","RNU6-684P"
"29235","HGNC:47648","RNU6-685P"
"29236","HGNC:47649","RNU6-686P"
"29237","HGNC:47650","RNU6-687P"
"29238","HGNC:47651","RNU6-688P"
"29239","HGNC:47652","RNU6-689P"
"29240","HGNC:47653","RNU6-690P"
"29241","HGNC:47654","RNU6-691P"
"29242","HGNC:47655","RNU6-692P"
"29243","HGNC:47656","RNU6-693P"
"29244","HGNC:47657","RNU6-694P"
"29245","HGNC:47658","RNU6-695P"
"29246","HGNC:47659","RNU6-696P"
"29247","HGNC:47660","RNU6-697P"
"29248","HGNC:47661","RNU6-698P"
"29249","HGNC:47662","RNU6-699P"
"29250","HGNC:47663","RNU6-700P"
"29251","HGNC:47664","RNU6-701P"
"29252","HGNC:47665","RNU6-702P"
"29253","HGNC:47666","RNU6-703P"
"29254","HGNC:47667","RNU6-704P"
"29255","HGNC:47668","RNU6-705P"
"29256","HGNC:47669","RNU6-706P"
"29257","HGNC:47670","RNU6-707P"
"29258","HGNC:47671","RNU6-708P"
"29259","HGNC:47672","RNU6-709P"
"29260","HGNC:47673","RNU6-710P"
"29261","HGNC:47674","RNU6-711P"
"29262","HGNC:47675","RNU6-712P"
"29263","HGNC:47676","RNU6-713P"
"29264","HGNC:47677","RNU6-714P"
"29265","HGNC:47678","RNU6-715P"
"29266","HGNC:47679","RNU6-716P"
"29267","HGNC:47680","RNU6-717P"
"29268","HGNC:47681","RNU6-718P"
"29269","HGNC:47682","RNU6-719P"
"29270","HGNC:47683","RNU6-720P"
"29271","HGNC:47684","RNU6-721P"
"29272","HGNC:47685","RNU6-722P"
"29273","HGNC:47686","RNU6-723P"
"29274","HGNC:47687","RNU6-724P"
"29275","HGNC:47688","RNU6-725P"
"29276","HGNC:47689","RNU6-726P"
"29277","HGNC:47690","RNU6-727P"
"29278","HGNC:47691","RNU6-728P"
"29279","HGNC:47692","RNU6-729P"
"29280","HGNC:47693","RNU6-730P"
"29281","HGNC:47694","RNU6-731P"
"29282","HGNC:47695","RNU6-732P"
"29283","HGNC:47696","RNU6-733P"
"29284","HGNC:47697","RNU6-734P"
"29285","HGNC:47698","RNU6-735P"
"29286","HGNC:47699","RNU6-736P"
"29287","HGNC:47700","RNU6-737P"
"29288","HGNC:47701","RNU6-738P"
"29289","HGNC:47702","RNU6-739P"
"29290","HGNC:47703","RNU6-740P"
"29291","HGNC:47704","RNU6-741P"
"29292","HGNC:47705","RNU6-742P"
"29293","HGNC:47706","RNU6-743P"
"29294","HGNC:47707","RNU6-744P"
"29295","HGNC:47708","RNU6-745P"
"29296","HGNC:47709","RNU6-746P"
"29297","HGNC:47710","RNU6-747P"
"29298","HGNC:47711","RNU6-748P"
"29299","HGNC:47712","RNU6-749P"
"29300","HGNC:47713","RNU6-750P"
"29301","HGNC:47714","RNU6-751P"
"29302","HGNC:47715","RNU6-752P"
"29303","HGNC:47716","RNU6-753P"
"29304","HGNC:47717","RNU6-754P"
"29305","HGNC:47718","RNU6-755P"
"29306","HGNC:47719","RNU6-756P"
"29307","HGNC:47720","RNU6-757P"
"29308","HGNC:47721","RNU6-758P"
"29309","HGNC:47722","RNU6-759P"
"29310","HGNC:47723","RNU6-760P"
"29311","HGNC:47724","RNU6-761P"
"29312","HGNC:47725","RNU6-762P"
"29313","HGNC:47726","RNU6-763P"
"29314","HGNC:47727","RNU6-764P"
"29315","HGNC:47728","RNU6-765P"
"29316","HGNC:47729","RNU6-766P"
"29317","HGNC:47730","RNU6-767P"
"29318","HGNC:47731","RNU6-768P"
"29319","HGNC:47732","RNU6-769P"
"29320","HGNC:47733","RNU6-770P"
"29321","HGNC:47734","RNU6-771P"
"29322","HGNC:47735","RNU6-772P"
"29323","HGNC:47736","RNU6-773P"
"29324","HGNC:47737","RNU6-774P"
"29325","HGNC:47738","RNU6-775P"
"29326","HGNC:47739","RNU6-776P"
"29327","HGNC:47740","RNU6-777P"
"29328","HGNC:47741","RNU6-778P"
"29329","HGNC:47742","RNU6-779P"
"29330","HGNC:47743","RNU6-780P"
"29331","HGNC:47744","RNU6-781P"
"29332","HGNC:47745","RNU6-782P"
"29333","HGNC:47746","RNU6-783P"
"29334","HGNC:47747","RNU6-784P"
"29335","HGNC:47748","RNU6-785P"
"29336","HGNC:47749","RNU6-786P"
"29337","HGNC:47750","RNU6-787P"
"29338","HGNC:47751","RNU6-788P"
"29339","HGNC:47752","RNU6-789P"
"29340","HGNC:47753","RNU6-790P"
"29341","HGNC:47754","RNU6-791P"
"29342","HGNC:47755","RNU6-792P"
"29343","HGNC:47756","RNU6-793P"
"29344","HGNC:47757","RNU6-794P"
"29345","HGNC:47758","RNU6-795P"
"29346","HGNC:47759","RNU6-796P"
"29347","HGNC:47760","RNU6-797P"
"29348","HGNC:47761","RNU6-798P"
"29349","HGNC:47762","RNU6-799P"
"29350","HGNC:47763","RNU6-800P"
"29351","HGNC:47764","RNU6-801P"
"29352","HGNC:47765","RNU6-802P"
"29353","HGNC:47766","RNU6-803P"
"29354","HGNC:47767","RNU6-804P"
"29355","HGNC:47768","RNU6-805P"
"29356","HGNC:47769","RNU6-806P"
"29357","HGNC:47770","RNU6-807P"
"29358","HGNC:47771","RNU6-808P"
"29359","HGNC:47772","RNU6-809P"
"29360","HGNC:47773","RNU6-810P"
"29361","HGNC:47774","RNU6-811P"
"29362","HGNC:47775","RNU6-812P"
"29363","HGNC:47776","RNU6-813P"
"29364","HGNC:47777","RNU6-814P"
"29365","HGNC:47778","RNU6-815P"
"29366","HGNC:47779","RNU6-816P"
"29367","HGNC:47780","RNU6-817P"
"29368","HGNC:47781","RNU6-818P"
"29369","HGNC:47782","RNU6-819P"
"29370","HGNC:47783","RNU6-820P"
"29371","HGNC:47784","RNU6-821P"
"29372","HGNC:47785","RNU6-822P"
"29373","HGNC:47786","RNU6-823P"
"29374","HGNC:47787","RNU6-824P"
"29375","HGNC:47789","RNU6-826P"
"29376","HGNC:47790","RNU6-827P"
"29377","HGNC:47791","RNU6-828P"
"29378","HGNC:47792","RNU6-829P"
"29379","HGNC:47793","RNU6-830P"
"29380","HGNC:47794","RNU6-831P"
"29381","HGNC:47795","RNU6-832P"
"29382","HGNC:47796","RNU6-833P"
"29383","HGNC:47797","RNU6-834P"
"29384","HGNC:47798","RNU6-835P"
"29385","HGNC:47799","RNU6-836P"
"29386","HGNC:47800","RNU6-837P"
"29387","HGNC:47801","RNU6-838P"
"29388","HGNC:47802","RNU6-839P"
"29389","HGNC:47803","RNU6-840P"
"29390","HGNC:47804","RNU6-841P"
"29391","HGNC:47805","RNU6-842P"
"29392","HGNC:47806","RNU6-843P"
"29393","HGNC:47807","RNU6-844P"
"29394","HGNC:47808","RNU6-845P"
"29395","HGNC:47809","RNU6-846P"
"29396","HGNC:47810","RNU6-847P"
"29397","HGNC:47811","RNU6-848P"
"29398","HGNC:47812","RNU6-849P"
"29399","HGNC:47813","RNU6-850P"
"29400","HGNC:47814","RNU6-851P"
"29401","HGNC:47815","RNU6-852P"
"29402","HGNC:47816","RNU6-853P"
"29403","HGNC:47817","RNU6-854P"
"29404","HGNC:47818","RNU6-855P"
"29405","HGNC:47819","RNU6-856P"
"29406","HGNC:47820","RNU6-857P"
"29407","HGNC:47821","RNU6-858P"
"29408","HGNC:47822","RNU6-859P"
"29409","HGNC:47823","RNU6-860P"
"29410","HGNC:47824","RNU6-861P"
"29411","HGNC:47825","RNU6-862P"
"29412","HGNC:47826","RNU6-863P"
"29413","HGNC:47827","RNU6-864P"
"29414","HGNC:47828","RNU6-865P"
"29415","HGNC:47829","RNU6-866P"
"29416","HGNC:47830","RNU6-867P"
"29417","HGNC:47831","RNU6-868P"
"29418","HGNC:47832","RNU6-869P"
"29419","HGNC:47833","RNU6-870P"
"29420","HGNC:47834","RNU6-871P"
"29421","HGNC:47835","RNU6-872P"
"29422","HGNC:47836","RNU6-873P"
"29423","HGNC:47837","RNU6-874P"
"29424","HGNC:47838","RNU6-875P"
"29425","HGNC:47839","RNU6-876P"
"29426","HGNC:47840","RNU6-877P"
"29427","HGNC:47841","RNU6-878P"
"29428","HGNC:47842","RNU6-879P"
"29429","HGNC:47843","RNU6-880P"
"29430","HGNC:47844","RNU6-881P"
"29431","HGNC:47845","RNU6-882P"
"29432","HGNC:47846","RNU6-883P"
"29433","HGNC:47847","RNU6-884P"
"29434","HGNC:47848","RNU6-885P"
"29435","HGNC:47849","RNU6-886P"
"29436","HGNC:47850","RNU6-887P"
"29437","HGNC:47851","RNU6-888P"
"29438","HGNC:47852","RNU6-889P"
"29439","HGNC:47853","RNU6-890P"
"29440","HGNC:47854","RNU6-891P"
"29441","HGNC:47855","RNU6-892P"
"29442","HGNC:47856","RNU6-893P"
"29443","HGNC:47857","RNU6-894P"
"29444","HGNC:47858","RNU6-895P"
"29445","HGNC:47859","RNU6-896P"
"29446","HGNC:47860","RNU6-897P"
"29447","HGNC:47861","RNU6-898P"
"29448","HGNC:47862","RNU6-899P"
"29449","HGNC:47863","RNU6-900P"
"29450","HGNC:47864","RNU6-901P"
"29451","HGNC:47865","RNU6-902P"
"29452","HGNC:47866","RNU6-903P"
"29453","HGNC:47867","RNU6-904P"
"29454","HGNC:47868","RNU6-905P"
"29455","HGNC:47869","RNU6-906P"
"29456","HGNC:47870","RNU6-907P"
"29457","HGNC:47871","RNU6-908P"
"29458","HGNC:47872","RNU6-909P"
"29459","HGNC:47873","RNU6-910P"
"29460","HGNC:47874","RNU6-911P"
"29461","HGNC:47875","RNU6-912P"
"29462","HGNC:47876","RNU6-913P"
"29463","HGNC:47877","RNU6-914P"
"29464","HGNC:47878","RNU6-915P"
"29465","HGNC:47879","RNU6-916P"
"29466","HGNC:47880","RNU6-917P"
"29467","HGNC:47881","RNU6-918P"
"29468","HGNC:47882","RNU6-919P"
"29469","HGNC:47883","RNU6-920P"
"29470","HGNC:47884","RNU6-921P"
"29471","HGNC:47885","RNU6-922P"
"29472","HGNC:47886","RNU6-923P"
"29473","HGNC:47887","RNU6-924P"
"29474","HGNC:47888","RNU6-925P"
"29475","HGNC:47889","RNU6-926P"
"29476","HGNC:47890","RNU6-927P"
"29477","HGNC:47891","RNU6-928P"
"29478","HGNC:47892","RNU6-929P"
"29479","HGNC:47893","RNU6-930P"
"29480","HGNC:47894","RNU6-931P"
"29481","HGNC:47895","RNU6-932P"
"29482","HGNC:47896","RNU6-933P"
"29483","HGNC:47897","RNU6-934P"
"29484","HGNC:47898","RNU6-935P"
"29485","HGNC:47899","RNU6-936P"
"29486","HGNC:47900","RNU6-937P"
"29487","HGNC:47901","RNU6-938P"
"29488","HGNC:47902","RNU6-939P"
"29489","HGNC:47903","RNU6-940P"
"29490","HGNC:47904","RNU6-941P"
"29491","HGNC:47905","RNU6-942P"
"29492","HGNC:47906","RNU6-943P"
"29493","HGNC:47907","RNU6-944P"
"29494","HGNC:47908","RNU6-945P"
"29495","HGNC:47909","RNU6-946P"
"29496","HGNC:47910","RNU6-947P"
"29497","HGNC:47911","RNU6-948P"
"29498","HGNC:47912","RNU6-949P"
"29499","HGNC:47913","RNU6-950P"
"29500","HGNC:47914","RNU6-951P"
"29501","HGNC:47915","RNU6-952P"
"29502","HGNC:47916","RNU6-953P"
"29503","HGNC:47917","RNU6-954P"
"29504","HGNC:47918","RNU6-955P"
"29505","HGNC:47919","RNU6-956P"
"29506","HGNC:47920","RNU6-957P"
"29507","HGNC:47921","RNU6-958P"
"29508","HGNC:47922","RNU6-959P"
"29509","HGNC:47923","RNU6-960P"
"29510","HGNC:47924","RNU6-961P"
"29511","HGNC:47925","RNU6-962P"
"29512","HGNC:47926","RNU6-963P"
"29513","HGNC:47927","RNU6-964P"
"29514","HGNC:47928","RNU6-965P"
"29515","HGNC:47929","RNU6-966P"
"29516","HGNC:47930","RNU6-967P"
"29517","HGNC:47931","RNU6-968P"
"29518","HGNC:47932","RNU6-969P"
"29519","HGNC:47933","RNU6-970P"
"29520","HGNC:47934","RNU6-971P"
"29521","HGNC:47935","RNU6-972P"
"29522","HGNC:47936","RNU6-973P"
"29523","HGNC:47937","RNU6-974P"
"29524","HGNC:47938","RNU6-975P"
"29525","HGNC:47939","RNU6-976P"
"29526","HGNC:47940","RNU6-977P"
"29527","HGNC:47941","RNU6-978P"
"29528","HGNC:47942","RNU6-979P"
"29529","HGNC:47943","RNU6-980P"
"29530","HGNC:47944","RNU6-981P"
"29531","HGNC:47945","RNU6-982P"
"29532","HGNC:47946","RNU6-983P"
"29533","HGNC:47947","RNU6-984P"
"29534","HGNC:47948","RNU6-985P"
"29535","HGNC:47949","RNU6-986P"
"29536","HGNC:47950","RNU6-987P"
"29537","HGNC:47951","RNU6-988P"
"29538","HGNC:47952","RNU6-989P"
"29539","HGNC:47953","RNU6-990P"
"29540","HGNC:47954","RNU6-991P"
"29541","HGNC:47955","RNU6-992P"
"29542","HGNC:47956","RNU6-993P"
"29543","HGNC:47957","RNU6-994P"
"29544","HGNC:47958","RNU6-995P"
"29545","HGNC:47959","RNU6-996P"
"29546","HGNC:47960","RNU6-997P"
"29547","HGNC:47961","RNU6-998P"
"29548","HGNC:47962","RNU6-999P"
"29549","HGNC:47963","RNU6-1000P"
"29550","HGNC:47964","RNU6-1001P"
"29551","HGNC:47966","RNU6-1003P"
"29552","HGNC:47967","RNU6-1004P"
"29553","HGNC:47968","RNU6-1005P"
"29554","HGNC:47969","RNU6-1006P"
"29555","HGNC:47970","RNU6-1007P"
"29556","HGNC:47971","RNU6-1008P"
"29557","HGNC:47972","RNU6-1009P"
"29558","HGNC:47973","RNU6-1010P"
"29559","HGNC:47974","RNU6-1011P"
"29560","HGNC:47975","RNU6-1012P"
"29561","HGNC:47976","RNU6-1013P"
"29562","HGNC:47977","RNU6-1014P"
"29563","HGNC:47978","RNU6-1015P"
"29564","HGNC:47979","RNU6-1016P"
"29565","HGNC:47980","RNU6-1017P"
"29566","HGNC:47981","RNU6-1018P"
"29567","HGNC:47982","RNU6-1019P"
"29568","HGNC:47983","RNU6-1020P"
"29569","HGNC:47984","RNU6-1021P"
"29570","HGNC:47985","RNU6-1022P"
"29571","HGNC:47986","RNU6-1023P"
"29572","HGNC:47987","RNU6-1024P"
"29573","HGNC:47988","RNU6-1025P"
"29574","HGNC:47989","RNU6-1026P"
"29575","HGNC:47990","RNU6-1027P"
"29576","HGNC:47991","RNU6-1028P"
"29577","HGNC:47992","RNU6-1029P"
"29578","HGNC:47994","RNU6-1031P"
"29579","HGNC:47995","RNU6-1032P"
"29580","HGNC:47997","RNU6-1034P"
"29581","HGNC:47998","RNU6-1035P"
"29582","HGNC:47999","RNU6-1036P"
"29583","HGNC:48000","RNU6-1037P"
"29584","HGNC:48001","RNU6-1038P"
"29585","HGNC:48002","RNU6-1039P"
"29586","HGNC:48003","RNU6-1040P"
"29587","HGNC:48004","RNU6-1041P"
"29588","HGNC:48005","RNU6-1042P"
"29589","HGNC:48006","RNU6-1043P"
"29590","HGNC:48007","RNU6-1044P"
"29591","HGNC:48008","RNU6-1045P"
"29592","HGNC:48009","RNU6-1046P"
"29593","HGNC:48010","RNU6-1047P"
"29594","HGNC:48011","RNU6-1048P"
"29595","HGNC:48012","RNU6-1049P"
"29596","HGNC:48013","RNU6-1050P"
"29597","HGNC:48014","RNU6-1051P"
"29598","HGNC:48015","RNU6-1052P"
"29599","HGNC:48016","RNU6-1053P"
"29600","HGNC:48017","RNU6-1054P"
"29601","HGNC:48018","RNU6-1055P"
"29602","HGNC:48019","RNU6-1056P"
"29603","HGNC:48020","RNU6-1057P"
"29604","HGNC:48021","RNU6-1058P"
"29605","HGNC:48022","RNU6-1059P"
"29606","HGNC:48023","RNU6-1060P"
"29607","HGNC:48024","RNU6-1061P"
"29608","HGNC:48025","RNU6-1062P"
"29609","HGNC:48026","RNU6-1063P"
"29610","HGNC:48027","RNU6-1064P"
"29611","HGNC:48028","RNU6-1065P"
"29612","HGNC:48029","RNU6-1066P"
"29613","HGNC:48030","RNU6-1067P"
"29614","HGNC:48031","RNU6-1068P"
"29615","HGNC:48032","RNU6-1069P"
"29616","HGNC:48033","RNU6-1070P"
"29617","HGNC:48034","RNU6-1071P"
"29618","HGNC:48035","RNU6-1072P"
"29619","HGNC:48036","RNU6-1073P"
"29620","HGNC:48037","RNU6-1074P"
"29621","HGNC:48038","RNU6-1075P"
"29622","HGNC:48039","RNU6-1076P"
"29623","HGNC:48040","RNU6-1077P"
"29624","HGNC:48041","RNU6-1078P"
"29625","HGNC:48042","RNU6-1079P"
"29626","HGNC:48043","RNU6-1080P"
"29627","HGNC:48044","RNU6-1081P"
"29628","HGNC:48045","RNU6-1082P"
"29629","HGNC:48046","RNU6-1083P"
"29630","HGNC:48047","RNU6-1084P"
"29631","HGNC:48048","RNU6-1085P"
"29632","HGNC:48049","RNU6-1086P"
"29633","HGNC:48050","RNU6-1087P"
"29634","HGNC:48051","RNU6-1088P"
"29635","HGNC:48052","RNU6-1089P"
"29636","HGNC:48053","RNU6-1090P"
"29637","HGNC:48054","RNU6-1091P"
"29638","HGNC:48055","RNU6-1092P"
